"","id","year","wave","wave_letter","sex","age","ethnicity","country","region","rural","n_siblings","n_parents","misbehave","smoke_freq","drink_freq","social_media","online_hrs","has_sibling","n_friends","truant","sdq_conduct","sdq_emotion","sdq_hyperact","sdq_peers","sdq_prosocial","sdq_total","religion","health","has_partner","cannabis","drugs_other","mobile","disability","happiness_index","bullied_other_bin","bullied_phys_bin","bully_other_bin","bully_phys_bin","parent_index","sib_index","selfesteem_index","tvhrs_index","leisure_index"
"55",68970375,2014,5,"E",0,15,"British/English/Scottish/Welsh/Northern Irish","England","South East",0,1,1,4,5,3,1,3,1,8,0,5,1,5,0,7,11,"Church of England/Anglican",NA,NA,NA,NA,1,NA,6.16666666666667,1,1,1,1,2.57142857142857,2.75,NA,1,NA
"56",68993499,2010,1,"A",0,10,"British/English/Scottish/Welsh/Northern Irish","England","South East",0,3,2,4,NA,0,0,NA,1,1,0,3,7,6,4,9,20,NA,NA,NA,NA,NA,NA,NA,5.33333333333333,1,1,1,0,3,3.5,NA,2,5
"57",68993499,2011,2,"B",0,11,"British/English/Scottish/Welsh/Northern Irish","England","South East",0,3,2,NA,NA,0,0,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,4.83333333333333,NA,NA,NA,NA,4,NA,3,2.5,1.5625
"58",68993499,2012,3,"C",0,12,"British/English/Scottish/Welsh/Northern Irish","England","South East",0,3,2,5,NA,0,0,NA,1,2,0,4,7,8,6,8,25,"Roman Catholic",NA,NA,NA,NA,1,NA,5.16666666666667,1,1,0,0,3.6,3.75,NA,2,NA
"59",68993499,2013,4,"D",0,13,"British/English/Scottish/Welsh/Northern Irish","England","South East",0,3,2,NA,NA,0,0,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,5,NA,NA,NA,NA,4,NA,3.125,2.5,1.5
"60",68993499,2014,5,"E",0,14,"British/English/Scottish/Welsh/Northern Irish","England","South East",0,3,2,4,NA,1,0,NA,1,2,0,2,4,9,5,7,20,"No religion",NA,NA,NA,NA,1,NA,1.33333333333333,1,1,0,0,2.71428571428571,3.125,NA,3,NA
"61",69070355,2010,1,"A",0,10,"Pakistani","England","South East",0,5,2,2,NA,0,0,NA,1,6,1,5,6,8,3,3,22,"Muslim/Islam",NA,NA,NA,NA,NA,NA,5.66666666666667,0,0,0,0,3.14285714285714,3.5,NA,0,2
"62",69070355,2011,2,"B",0,11,"Pakistani","England","South East",0,5,2,NA,NA,0,1,2,NA,4,0,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,NA,6.83333333333333,NA,NA,NA,NA,4,NA,3.5,3,1.0625
"63",69070355,2012,3,"C",0,12,"Pakistani","England","South East",0,5,2,3,NA,NA,1,1,1,10,0,4,0,5,0,5,9,"Muslim/Islam",NA,NA,NA,NA,1,NA,6.83333333333333,0,0,0,0,2.71428571428571,3,NA,1,NA
"64",69070355,2013,4,"D",0,13,"Pakistani","England","South East",0,5,2,NA,NA,NA,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,NA,6.66666666666667,NA,NA,NA,NA,3,NA,3,2,0.25
"65",69070355,2014,5,"E",0,14,"Pakistani","England","South East",0,3,2,4,NA,NA,1,1,1,3,1,5,0,5,3,6,13,"Muslim/Islam",NA,NA,NA,NA,1,NA,6.5,0,0,0,0,2.71428571428571,3.875,NA,1,NA
"66",69074415,2010,1,"A",0,11,"British/English/Scottish/Welsh/Northern Irish","England","South East",0,1,2,4,NA,0,0,NA,1,4,0,3,9,6,6,9,24,"Roman Catholic",NA,NA,NA,NA,NA,NA,5.4,1,1,0,0,3.71428571428571,3.125,NA,2,5
"67",69074415,2011,2,"B",0,12,"British/English/Scottish/Welsh/Northern Irish","England","South East",0,1,2,NA,NA,0,1,2,NA,2,0,NA,NA,NA,NA,NA,NA,NA,4,NA,0,0,NA,NA,5.33333333333333,NA,NA,NA,NA,4,NA,2.5,2,1.875
"68",69074415,2012,3,"C",0,13,"British/English/Scottish/Welsh/Northern Irish","England","South East",0,1,2,4,NA,NA,1,3,1,15,0,1,7,9,2,8,19,"Roman Catholic",NA,NA,NA,NA,1,NA,5.33333333333333,0,1,0,0,3.28571428571429,2.75,NA,1,NA
"69",69074415,2013,4,"D",0,14,"British/English/Scottish/Welsh/Northern Irish","England","South East",0,1,2,NA,NA,0,1,3,NA,4,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,6.16666666666667,NA,NA,NA,NA,4,NA,3.375,1.5,1.875
"70",69074415,2014,5,"E",0,15,"British/English/Scottish/Welsh/Northern Irish","England","South East",0,1,2,4,NA,1,1,4,1,8,0,2,5,7,3,7,17,"Roman Catholic",NA,NA,NA,NA,1,NA,6.16666666666667,0,0,0,0,3.57142857142857,3.25,NA,1,NA
"71",69426667,2010,1,"A",0,11,"Indian","England","North West",0,3,2,4,NA,0,0,NA,1,6,0,4,3,7,1,7,15,"Muslim/Islam",NA,NA,NA,NA,NA,NA,6.83333333333333,0,0,0,0,2.57142857142857,4,NA,1,5
"72",69426667,2011,2,"B",0,12,"Indian","England","North West",0,3,2,NA,NA,0,0,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,NA,NA,6,NA,NA,NA,NA,4,NA,3,2,1.4375
"73",69426667,2012,3,"C",0,13,"Indian","England","North West",0,4,2,1,NA,0,1,2,1,2,1,7,7,8,4,5,26,"Muslim/Islam",NA,NA,NA,NA,1,NA,5.16666666666667,0,0,1,1,2.71428571428571,1.5,NA,1,NA
"74",69426667,2013,4,"D",0,14,"Indian","England","North West",0,4,2,NA,NA,0,1,1,NA,50,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,6,NA,NA,NA,NA,4,NA,2.75,2.5,1.125
"75",69426667,2014,5,"E",0,15,"Indian","England","North West",0,4,2,2,NA,NA,1,2,1,20,0,3,4,8,3,9,18,"Muslim/Islam",NA,NA,NA,NA,1,NA,6.16666666666667,0,0,0,0,2.57142857142857,4,NA,2,NA
"76",69857783,2010,1,"A",0,10,"Pakistani","England","London",0,2,2,4,NA,0,0,NA,1,11,0,6,3,9,2,8,20,"Muslim/Islam",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3.28571428571429,2.28571428571429,NA,3,3
"77",69857783,2011,2,"B",0,11,"Pakistani","England","London",0,2,2,NA,NA,0,0,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,3.125,2.5,1.625
"78",69857783,2012,3,"C",0,12,"Pakistani","England","London",0,2,2,4,NA,0,1,1,1,8,0,2,2,5,2,9,11,"Muslim/Islam",NA,NA,NA,NA,0,NA,5,1,1,1,0,3,3.5,NA,2,NA
"79",69857783,2013,4,"D",0,13,"Pakistani","England","London",0,2,2,NA,2,NA,1,1,NA,8,0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,4.66666666666667,NA,NA,NA,NA,3,NA,3.25,2.5,1.4375
"80",69857783,2014,5,"E",0,14,"Pakistani","England","London",0,2,2,4,2,NA,1,2,1,15,1,4,3,6,1,8,14,"Muslim/Islam",NA,NA,NA,NA,0,NA,4.66666666666667,0,0,0,0,3.14285714285714,3.25,NA,2,NA
"81",69908771,2010,1,"A",1,11,"African","England","Yorkshire and the Humber",0,0,1,4,NA,0,NA,NA,0,57,0,3,3,5,2,6,13,"Other Christian",NA,NA,NA,NA,NA,NA,5.83333333333333,1,0,0,0,3,NA,NA,3,5
"82",69908771,2011,2,"B",1,12,"African","England","Yorkshire and the Humber",0,0,1,NA,NA,0,1,2,NA,9,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,NA,5,NA,NA,NA,NA,4,NA,3,3.5,1.5
"83",69908771,2012,3,"C",1,13,"African","England","Yorkshire and the Humber",0,0,1,4,NA,NA,1,2,0,NA,0,2,0,4,0,6,6,"Other Christian",NA,NA,NA,NA,1,NA,5.66666666666667,0,0,0,0,4,NA,NA,4,NA
"84",69908771,2013,4,"D",1,14,"African","England","Yorkshire and the Humber",0,0,1,NA,NA,0,1,3,NA,8,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,6.5,NA,NA,NA,NA,1,NA,3.625,3.5,1.8125
"85",69908771,2014,5,"E",1,15,"African","England","Yorkshire and the Humber",0,0,1,5,NA,NA,1,3,0,13,0,4,1,4,0,8,9,"Other Christian",NA,NA,NA,NA,1,NA,6.66666666666667,0,0,0,0,2.2,NA,NA,2,NA
"86",70435095,2010,1,"A",0,10,"Any other Mixed background","England","London",0,2,2,3,NA,0,1,3,1,6,1,8,1,4,3,8,16,"Other Christian",NA,NA,NA,NA,NA,NA,6.5,0,1,0,1,3,1.75,NA,2,2
"87",70435095,2011,2,"B",0,11,"Any other Mixed background","England","London",0,3,2,NA,NA,0,1,1,NA,4,0,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,NA,NA,5.16666666666667,NA,NA,NA,NA,4,NA,3.25,3,2.0625
"88",70435095,2012,3,"C",0,12,"Any other Mixed background","England","London",0,3,2,2,NA,NA,1,1,1,5,0,6,1,4,3,3,14,"Other Christian",NA,NA,NA,NA,0,NA,5.16666666666667,1,1,1,1,4,1.375,NA,2,NA
"89",70435095,2013,4,"D",0,13,"Any other Mixed background","England","London",0,3,2,NA,NA,0,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,NA,6.5,NA,NA,NA,NA,4,NA,3.5,1.5,0.6875
"90",70435095,2014,5,"E",0,14,"Any other Mixed background","England","London",0,3,2,4,NA,1,1,1,1,4,1,4,0,4,0,5,8,"Other Christian",NA,NA,NA,NA,0,NA,6,0,0,0,1,3.14285714285714,2.375,NA,1,NA
"91",136070059,2010,1,"A",1,11,"British/English/Scottish/Welsh/Northern Irish","England","North West",0,1,2,5,NA,0,0,NA,1,2,0,0,3,0,2,10,5,"Church of England/Anglican",NA,NA,NA,NA,NA,NA,6.33333333333333,0,0,0,0,2.85714285714286,4,NA,2,2
"92",136070059,2011,2,"B",1,12,"British/English/Scottish/Welsh/Northern Irish","England","North West",0,1,2,NA,NA,NA,0,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,6.83333333333333,NA,NA,NA,NA,3,NA,3,2.5,1.5625
"93",136070059,2012,3,"C",1,13,"British/English/Scottish/Welsh/Northern Irish","England","North West",0,1,2,5,NA,0,1,0,1,10,0,1,1,3,0,10,5,"Church of England/Anglican",NA,NA,NA,NA,1,NA,5.66666666666667,0,0,0,0,3.14285714285714,4,NA,3,NA
"94",136070059,2013,4,"D",1,14,"British/English/Scottish/Welsh/Northern Irish","England","North West",0,1,2,NA,NA,NA,1,1,NA,10,0,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,NA,6.4,NA,NA,NA,NA,3,NA,2.875,2,1.3125
"95",136070059,2014,5,"E",1,15,"British/English/Scottish/Welsh/Northern Irish","England","North West",0,1,2,4,NA,NA,0,NA,1,6,0,4,3,4,0,7,11,"Church of England/Anglican",NA,NA,NA,NA,1,NA,4.83333333333333,1,0,0,0,3.14285714285714,3.375,NA,2,NA
"96",136072095,2010,1,"A",0,11,"British/English/Scottish/Welsh/Northern Irish","England","North West",0,1,1,5,NA,0,1,1,1,11,0,1,0,5,0,7,6,"Church of England/Anglican",NA,NA,NA,NA,NA,NA,5.83333333333333,0,0,0,0,2.42857142857143,2.875,NA,2,2
"97",136072095,2011,2,"B",0,12,"British/English/Scottish/Welsh/Northern Irish","England","North West",0,1,1,NA,NA,0,1,1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,NA,7,NA,NA,NA,NA,3,NA,4,3.5,1.3125
"98",136072095,2012,3,"C",0,13,"British/English/Scottish/Welsh/Northern Irish","England","North West",0,1,1,5,NA,NA,1,2,1,4,0,0,0,1,0,7,1,"Church of England/Anglican",NA,NA,NA,NA,1,NA,7,0,0,0,0,2.66666666666667,3.875,NA,2,NA
"99",136072095,2013,4,"D",0,14,"British/English/Scottish/Welsh/Northern Irish","England","North West",0,1,1,NA,NA,0,1,1,NA,6,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,NA,6.66666666666667,NA,NA,NA,NA,4,NA,3.875,3,1.0625
"100",136072095,2014,5,"E",0,15,"British/English/Scottish/Welsh/Northern Irish","England","North West",0,1,1,5,NA,NA,1,2,1,5,0,1,1,1,0,6,3,"No religion",NA,NA,NA,NA,1,NA,5.83333333333333,0,0,0,0,2.42857142857143,3,NA,2,NA
"101",136151659,2010,1,"A",0,10,"Pakistani","England","North West",0,2,2,5,NA,0,0,NA,1,5,0,1,2,2,1,5,6,"Muslim/Islam",NA,NA,NA,NA,NA,NA,6,0,0,0,0,3,3.375,NA,2,2
